event_id,download_date,user_id,app,category,rating,reviews,app_size,installs,app_type,price,content_rating,genres,last_updated,current_version,android_version,app_id,user_name,user_age,user_location
1073,2021-03-30 16:45:46,420,Wells Fargo Mobile,FINANCE,4.4,250706,37000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,6.8.0.109,5.0 and up,9525,Dr. Karen Ortiz,39,Illinois
1074,2021-03-30 16:45:47,736,Credit Karma,FINANCE,4.7,706301,0.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,3237,William Garrett,46,Texas
1075,2021-03-30 16:45:48,480,BZWBK24 mobile,FINANCE,4.5,64959,39000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-18,5.0.1,4.1 and up,1862,Samuel Davis,29,Maine
1076,2021-03-30 16:45:49,110,PayPal,FINANCE,4.3,659741,47000000.0,50000000,Free,0.0,Everyone,Finance,2018-07-18,6.28.0,4.4 and up,7403,Mia Cantrell,56,Idaho
1077,2021-03-30 16:45:50,485,Capital One® Mobile,FINANCE,4.6,510392,79000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-01,5.38.1,5.0 and up,2876,Courtney Robinson,56,Illinois
1078,2021-03-30 16:45:51,17,Zenith Bank Mobile App,FINANCE,4.3,7215,18000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-23,2.7.4,4.0 and up,9777,Douglas Ramos,57,Arkansas
1079,2021-03-30 16:45:52,750,"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,4.2 and up,5244,Karen Moore,45,Wyoming
1080,2021-03-30 16:45:53,486,Post Bank,FINANCE,4.5,60449,100000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-23,2.9.12,4.0 and up,7610,Kenneth Collins,46,Massachusetts
1081,2021-03-30 16:45:54,791,İşCep,FINANCE,4.5,381788,32000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-02,3.22.0,4.1 and up,10128,Jodi Todd,35,Mississippi
1082,2021-03-30 16:45:55,773,People's Bank,FINANCE,3.6,10697,46000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-18,3.22.1,4.1 and up,7420,Kevin Sanders,43,Washington
1083,2021-03-30 16:45:56,1,Google Pay,FINANCE,4.2,347838,0.0,100000000,Free,0.0,Everyone,Finance,2018-07-26,2.70.206190089,Varies with device,5436,Thomas Brown,32,Alabama
1084,2021-03-30 16:45:57,845,Transfer,FINANCE,4.1,31804,9800000.0,5000000,Free,0.0,Everyone,Finance,2018-07-27,3.1.6.12,4.0 and up,9070,Jacob Griffin,49,Connecticut
1085,2021-03-30 16:45:58,340,T-Mobile in,FINANCE,3.5,3856,8200000.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,3.2.1,4.4 and up,8692,Sharon Dougherty,54,Nevada
1086,2021-03-30 16:45:59,246,TrueMoney Wallet,FINANCE,4.4,199684,18000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-19,Varies with device,Varies with device,9113,Brandy Williams,16,Nebraska
1087,2021-03-30 16:46:00,584,Alfa-Bank (Alfa-Bank),FINANCE,4.0,44545,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,1136,Jeffrey Jackson,64,Connecticut
1088,2021-03-30 16:46:01,387,Bank of Brazil,FINANCE,4.5,1336246,39000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-03,6.39.1.4,4.1 and up,1920,Joel Guzman,45,Louisiana
1089,2021-03-30 16:46:02,428,WiseBanyan - Invest For Free,FINANCE,4.2,257,44000000.0,10000,Free,0.0,Everyone,Finance,2018-07-31,2.2.12,4.4W and up,9604,Devon Brown,23,North Dakota
1090,2021-03-30 16:46:03,50,"Robinhood - Investing, No Fees",FINANCE,4.6,57493,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,7989,Stephanie Woods,58,Maryland
1091,2021-03-30 16:46:04,47,Wells Fargo Daily Change,FINANCE,4.2,283,5000000.0,100000,Free,0.0,Everyone,Finance,2018-04-26,2.5.0.26,5.0 and up,9524,Jeffrey Delacruz,31,Indiana
1092,2021-03-30 16:46:05,950,"Even - organize your money, get paid early",FINANCE,4.8,12304,21000000.0,100000,Free,0.0,Everyone,Finance,2018-08-02,6.0.16,5.0 and up,4529,Rebekah Davis,23,Vermont
1093,2021-03-30 16:46:06,138,Digit Save Money Automatically,FINANCE,4.5,8188,22000000.0,100000,Free,0.0,Everyone,Finance,2018-07-31,2.29.01,4.1 and up,3770,Daniel James,20,Pennsylvania
1094,2021-03-30 16:46:07,116,Stash: Invest. Learn. Save.,FINANCE,4.2,11919,23000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-27,1.13.2.11,4.4 and up,8525,Darren White,55,Washington
1095,2021-03-30 16:46:08,88,Acorns - Invest Spare Change,FINANCE,4.3,45957,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,984,Casey Berry,50,New York
1096,2021-03-30 16:46:09,102,Google Pay,FINANCE,4.2,347838,0.0,100000000,Free,0.0,Everyone,Finance,2018-07-26,2.70.206190089,Varies with device,5436,Crystal Reeves,27,West Virginia
1097,2021-03-30 16:46:10,707,"Money Lover: Expense Tracker, Budget Planner",FINANCE,4.4,126431,0.0,1000000,Free,0.0,Everyone,Finance,2018-08-01,Varies with device,Varies with device,6784,Charles Estes,18,Vermont
1098,2021-03-30 16:46:11,727,Expense IQ Money Manager,FINANCE,4.4,21570,27000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-19,2.0.4,4.0 and up,4556,James Huff,18,Connecticut
1099,2021-03-30 16:46:12,576,Money Manager Expense & Budget,FINANCE,4.6,134564,0.0,5000000,Free,0.0,Everyone,Finance,2018-07-25,Varies with device,Varies with device,6786,Amanda Green,61,Ohio
1100,2021-03-30 16:46:13,52,Wells Fargo Daily Change,FINANCE,4.2,283,5000000.0,100000,Free,0.0,Everyone,Finance,2018-04-26,2.5.0.26,5.0 and up,9524,Yesenia Luna,31,West Virginia
1101,2021-03-30 16:46:14,105,"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4.6,16961,32000000.0,500000,Free,0.0,Everyone,Finance,2018-08-04,2.12.100,4.1 and up,7650,James Jackson,42,Tennessee
1102,2021-03-30 16:46:15,837,Monefy - Money Manager,FINANCE,4.6,111254,7400000.0,1000000,Free,0.0,Everyone,Finance,2018-07-03,1.8.9,4.0 and up,6783,Mr. Victor Kirby,57,Delaware
1103,2021-03-30 16:46:16,571,Simple - Better Banking,FINANCE,4.4,7731,24000000.0,100000,Free,0.0,Everyone,Finance,2018-08-02,2.53.2,5.0 and up,8301,John Johnson,58,Wyoming
1104,2021-03-30 16:46:17,562,Chime - Mobile Banking,FINANCE,4.3,5928,22000000.0,500000,Free,0.0,Everyone,Finance,2018-07-22,5.1.1,5.0 and up,3016,David Guerra,26,California
1105,2021-03-30 16:46:18,840,Bluebird by American Express,FINANCE,4.2,15703,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-25,Varies with device,Varies with device,2201,Craig Hamilton,32,New Jersey
1106,2021-03-30 16:46:19,192,Walmart MoneyCard,FINANCE,4.2,6148,10000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-01,1.14.1,4.1 and up,9456,Jessica Robinson,41,Illinois
1107,2021-03-30 16:46:20,456,Moven - Smart Finances,FINANCE,3.8,861,17000000.0,100000,Free,0.0,Everyone,Finance,2018-05-29,3.3.9,4.4 and up,6840,Deborah Davis,39,Colorado
1108,2021-03-30 16:46:21,810,Qapital - Save Small. Live Large,FINANCE,4.5,8662,38000000.0,100000,Free,0.0,Everyone,Finance,2018-07-20,2.5.7,4.4 and up,7734,Dominique Rowe,29,Arkansas
1109,2021-03-30 16:46:22,59,Experian - Free Credit Report,FINANCE,4.6,23130,46000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-12,2.1.4,4.2 and up,4557,Betty Jones,43,Alaska
1110,2021-03-30 16:46:23,555,Branch,FINANCE,4.6,69973,3800000.0,1000000,Free,0.0,Everyone,Finance,2018-07-23,1.17.1,4.0 and up,2255,Patrick Walton,59,Nevada
1111,2021-03-30 16:46:24,366,"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,9300000.0,50000,Free,0.0,Everyone,Finance,2018-06-19,1.4.11,4.4 and up,9431,Brandy Anderson,55,Virginia
1112,2021-03-30 16:46:25,889,CreditWise from Capital One,FINANCE,4.6,26587,8400000.0,1000000,Free,0.0,Everyone,Finance,2018-07-19,1.18.0,4.4 and up,3239,John Dunn,56,Kansas
1113,2021-03-30 16:46:26,522,"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4.6,2417,28000000.0,100000,Free,0.0,Everyone,Finance,2018-08-03,3.5.0,4.4 and up,7050,Derek Harris,50,Pennsylvania
1114,2021-03-30 16:46:27,703,Credit Karma,FINANCE,4.7,706302,0.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,3237,Tony Wells,42,Wyoming
1115,2021-03-30 16:46:28,829,my face,FINANCE,3.8,1054,9700000.0,100000,Free,0.0,Everyone,Finance,2018-07-10,2.3.0,5.0 and up,10042,Brian Graham,28,North Carolina
1116,2021-03-30 16:46:29,670,Credit Sesame,FINANCE,4.3,25166,11000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-25,3.1.16,4.1 and up,3238,Jessica Fuller,23,Michigan
1117,2021-03-30 16:46:30,316,"Mint: Budget, Bills, Finance",FINANCE,4.3,129304,0.0,5000000,Free,0.0,Everyone,Finance,2018-08-02,Varies with device,Varies with device,6723,Danielle Chapman,43,Montana
1118,2021-03-30 16:46:31,573,Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,7400000.0,1000000,Free,0.0,Everyone,Finance,2018-07-24,2.9.5,4.0.3 and up,5175,Gina Garcia,39,Iowa
1119,2021-03-30 16:46:32,76,"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,4.6,3596,19000000.0,100000,Free,0.0,Everyone,Finance,2018-07-20,16.6,6.0 and up,5788,Michelle Ball,49,Louisiana
1120,2021-03-30 16:46:33,357,Mobills: Budget Planner,FINANCE,4.6,161440,16000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,3.2.18.07.30,4.0.3 and up,6757,Timothy Mcdonald,63,Texas
1121,2021-03-30 16:46:34,76,Everlance: Free Mileage Log,FINANCE,4.7,7514,14000000.0,100000,Free,0.0,Everyone,Finance,2018-07-31,1.9.9.9.3,4.4 and up,4535,Michelle Ball,49,Louisiana
1122,2021-03-30 16:46:35,24,MileIQ - Free Mileage Tracker for Business,FINANCE,4.5,46106,22000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,1.28.0.5402,4.4 and up,6702,Darren Mathews,14,South Carolina
1123,2021-03-30 16:46:36,394,QuickBooks Self-Employed:Mileage Tracker and Taxes,FINANCE,4.4,15141,25000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-24,4.63,5.0 and up,7746,Hunter Goodwin,18,Washington
1124,2021-03-30 16:46:37,768,FREE Stock Market Trading Tips,FINANCE,3.9,714,3600000.0,50000,Free,0.0,Everyone,Finance,2017-06-07,2.10.3,2.3.3 and up,4813,Christopher Alvarez,60,Utah
1125,2021-03-30 16:46:38,692,MetaTrader 5,FINANCE,4.5,42410,0.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,Varies with device,Varies with device,6668,Gary Simmons,50,Virginia
1126,2021-03-30 16:46:39,748,MetaTrader 4,FINANCE,4.6,260547,0.0,5000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,6667,Bobby Bowman,50,Nebraska
1127,2021-03-30 16:46:40,508,Stock Quote,FINANCE,4.1,4344,4500000.0,500000,Free,0.0,Everyone,Finance,2018-07-30,3.6.2,4.0 and up,8546,Julie Gordon,55,Texas
1128,2021-03-30 16:46:41,154,Seeking Alpha,FINANCE,4.5,22808,0.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,Varies with device,Varies with device,8223,Dustin Davis,22,Virginia
1129,2021-03-30 16:46:42,907,Stock Trainer: Virtual Trading (Stock Markets),FINANCE,4.4,42809,23000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-27,3.04 - Beta,4.1 and up,8547,Kevin Hayes,31,South Dakota
1130,2021-03-30 16:46:43,197,Stocks: Realtime Quotes Charts,FINANCE,4.5,16808,0.0,1000000,Free,0.0,Everyone,Finance,2018-05-01,Varies with device,Varies with device,8549,Shawn Dunn,51,Iowa
1131,2021-03-30 16:46:44,809,"Stocks, Forex, Bitcoin, Ethereum: Portfolio & News",FINANCE,4.6,157505,0.0,5000000,Free,0.0,Everyone,Finance,2018-08-01,Varies with device,Varies with device,8548,Laura French,39,New Jersey
1132,2021-03-30 16:46:45,254,CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-13,Varies with device,Varies with device,2621,Katie Novak,45,South Dakota
1133,2021-03-30 16:46:46,812,US Stock Market,FINANCE,4.4,1922,4200000.0,100000,Free,0.0,Everyone,Finance,2018-08-01,1.28,2.3 and up,9189,Darlene Krueger,17,Wyoming
1134,2021-03-30 16:46:47,708,Bloomberg Professional,FINANCE,4.1,3334,0.0,500000,Free,0.0,Everyone,Finance,2018-07-23,Varies with device,Varies with device,2193,Ethan Robertson,59,Maine
1135,2021-03-30 16:46:48,182,E*TRADE Mobile,FINANCE,3.9,10658,58000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-02,6.8.2,4.4 and up,4016,Lisa Williams,16,California
1136,2021-03-30 16:46:49,561,"Robinhood - Investing, No Fees",FINANCE,4.6,57493,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,7989,Alexander Gregory,32,Vermont
1137,2021-03-30 16:46:50,465,MSN Money- Stock Quotes & News,FINANCE,4.5,78361,22000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-05,1.2.0,4.2 and up,6473,Elizabeth Martin,28,New Jersey
1138,2021-03-30 16:46:51,938,Fox Business,FINANCE,3.7,2594,0.0,500000,Free,0.0,Everyone,Finance,2018-03-13,Varies with device,Varies with device,5101,Lucas Lawson,17,Massachusetts
1139,2021-03-30 16:46:52,832,NSE Mobile Trading,FINANCE,4.1,13868,1400000.0,1000000,Free,0.0,Everyone,Finance,2017-08-03,1.1.16,2.1 and up,7016,Jonathan Jackson,59,California
1140,2021-03-30 16:46:53,757,Yahoo Finance,FINANCE,4.4,135952,0.0,5000000,Free,0.0,Everyone,Finance,2018-07-30,Varies with device,Varies with device,9692,Robin Tran,45,Wisconsin
1141,2021-03-30 16:46:54,578,"JStock - Stock Market, Portfolio & News",FINANCE,4.6,11066,9100000.0,500000,Free,0.0,Everyone,Finance,2018-07-18,1.1.39,4.0 and up,5948,Colleen Burnett,53,Massachusetts
1142,2021-03-30 16:46:55,64,Digit Save Money Automatically,FINANCE,4.5,8188,22000000.0,100000,Free,0.0,Everyone,Finance,2018-07-31,2.29.01,4.1 and up,3770,Heather Atkinson,43,Kentucky
1143,2021-03-30 16:46:56,115,Acorns - Invest Spare Change,FINANCE,4.3,45962,0.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,984,Joshua Hicks,42,South Carolina
1144,2021-03-30 16:46:57,277,Webull - Stock Quotes & Free Stock Trading,FINANCE,4.3,34861,0.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,Varies with device,Varies with device,9515,Jay Leonard,24,West Virginia
1145,2021-03-30 16:46:58,555,"Trading 212 - Forex, Stocks, CFDs",FINANCE,4.3,37580,0.0,5000000,Free,0.0,Everyone,Finance,2018-08-01,4.5.2.1,4.4 and up,9055,Patrick Walton,59,Nevada
1146,2021-03-30 16:46:59,478,"Moneycontrol – Stocks, Sensex, Mutual Funds, IPO",FINANCE,4.4,281485,0.0,5000000,Free,0.0,Everyone,Finance,2018-05-11,Varies with device,Varies with device,6787,Darryl Vargas,53,Georgia
1147,2021-03-30 16:47:00,503,Current debit card and app made for teens,FINANCE,4.3,685,21000000.0,50000,Free,0.0,Everyone,Finance,2018-08-03,3.0.22,4.4 and up,3263,Bryan Harper,15,Vermont
1148,2021-03-30 16:47:01,151,"Money Lover: Expense Tracker, Budget Planner",FINANCE,4.4,126447,0.0,1000000,Free,0.0,Everyone,Finance,2018-08-01,Varies with device,Varies with device,6784,Michelle Taylor,39,Tennessee
1149,2021-03-30 16:47:02,535,"Mint: Budget, Bills, Finance",FINANCE,4.3,129304,0.0,5000000,Free,0.0,Everyone,Finance,2018-08-02,Varies with device,Varies with device,6723,Tamara Munoz,56,South Dakota
1150,2021-03-30 16:47:03,539,Betterment,FINANCE,4.4,3780,11000000.0,100000,Free,0.0,Everyone,Finance,2018-08-03,6.0.6,5.0 and up,2066,Molly Hamilton,30,Kansas
1151,2021-03-30 16:47:04,877,Citizens Bank Mobile Banking,FINANCE,4.1,15192,38000000.0,1000000,Free,0.0,Everyone,Finance,2018-05-23,4.2.1,4.1 and up,3047,Rebecca Mccarty,42,Massachusetts
1152,2021-03-30 16:47:05,565,GoBank,FINANCE,4.4,5950,12000000.0,500000,Free,0.0,Everyone,Finance,2018-06-01,2.131,4.1 and up,5375,Shannon Brown,51,Ohio
1153,2021-03-30 16:47:06,304,NetSpend Prepaid,FINANCE,4.2,15993,45000000.0,1000000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4 and up,7054,Timothy Kramer,25,Oklahoma
1154,2021-03-30 16:47:07,313,BBVA Compass Banking,FINANCE,4.3,5905,50000000.0,500000,Free,0.0,Everyone,Finance,2018-07-27,6.0.2,4.4 and up,1468,Nicole Morton,55,Michigan
1155,2021-03-30 16:47:08,592,Simple - Better Banking,FINANCE,4.4,7731,24000000.0,100000,Free,0.0,Everyone,Finance,2018-08-02,2.53.2,5.0 and up,8301,Rodney Russell,37,New York
1156,2021-03-30 16:47:09,625,PayPal,FINANCE,4.3,659760,47000000.0,50000000,Free,0.0,Everyone,Finance,2018-07-18,6.28.0,4.4 and up,7403,Andrew Freeman,42,Ohio
1157,2021-03-30 16:47:10,524,BankMobile Vibe App,FINANCE,4.3,14627,23000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-09,5.1,4.1 and up,1921,Nancy Smith,20,Illinois
1158,2021-03-30 16:47:11,124,Netspend Skylight ONE,FINANCE,3.9,1098,46000000.0,100000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4 and up,7056,Christina Grant,33,Idaho
1159,2021-03-30 16:47:12,964,ACE Elite,FINANCE,4.1,2898,45000000.0,100000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4 and up,676,Ryan Evans,61,Alabama
1160,2021-03-30 16:47:13,212,U.S. Bank,FINANCE,4.1,70782,50000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-25,2.34.29,4.0.3 and up,9169,Nicole Merritt,44,California
1161,2021-03-30 16:47:14,47,Huntington Mobile,FINANCE,4.2,11264,24000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-26,5.2.203,4.2 and up,5787,Jeffrey Delacruz,31,Indiana
1162,2021-03-30 16:47:15,907,USAA Mobile,FINANCE,4.5,100997,33000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-27,8.44.2,5.0 and up,9192,Kevin Hayes,31,South Dakota
1163,2021-03-30 16:47:16,842,Google Pay,FINANCE,4.2,347874,0.0,100000000,Free,0.0,Everyone,Finance,2018-07-26,2.70.206190089,Varies with device,5436,Sheila Jones,51,New Hampshire
1164,2021-03-30 16:47:17,72,Associated Credit Union Mobile,FINANCE,4.7,3290,12000000.0,50000,Free,0.0,Everyone,Finance,2018-05-30,5.9.1.0,5.0 and up,1337,James Fitzgerald,63,Rhode Island
1165,2021-03-30 16:47:18,934,Bank of America Mobile Banking,FINANCE,4.4,341090,53000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,7.8.8,4.4 and up,1919,Jodi Page,51,Nebraska
1166,2021-03-30 16:47:19,260,USE Credit Union Mobile,FINANCE,4.6,964,14000000.0,10000,Free,0.0,Everyone,Finance,2018-06-12,5.9.1.0,5.0 and up,9194,Daniel Horn,51,Connecticut
1167,2021-03-30 16:47:20,658,Discover Mobile,FINANCE,4.6,87951,68000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-23,9.7.0,4.1 and up,3796,Kevin Strickland MD,31,Kentucky
1168,2021-03-30 16:47:21,377,Wells Fargo Mobile,FINANCE,4.4,250719,37000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,6.8.0.109,5.0 and up,9525,Kaitlin Cuevas,18,Delaware
1169,2021-03-30 16:47:22,205,Capital One® Mobile,FINANCE,4.6,510401,79000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-01,5.38.1,5.0 and up,2876,Amanda Evans,26,Connecticut
1170,2021-03-30 16:47:23,137,Amex Mobile,FINANCE,4.3,24729,32000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,6.7.0,5.0 and up,1197,Corey Gonzalez,24,North Dakota
1171,2021-03-30 16:47:24,401,Citi Mobile®,FINANCE,4.0,78306,46000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-31,9.9.0,4.4 and up,3044,Mary Adkins,30,Oklahoma
1172,2021-03-30 16:47:25,390,Navy Federal Credit Union,FINANCE,4.4,43313,40000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-09,5.16.2,4.1 and up,7040,Desiree Carter,28,Florida
1173,2021-03-30 16:47:26,332,Chase Mobile,FINANCE,4.6,1374549,32000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-23,3.52,5.0 and up,2961,Dr. Antonio Carr Jr.,14,Arizona
1174,2021-03-30 16:47:27,346,HDFC Bank MobileBanking,FINANCE,4.2,208463,0.0,10000000,Free,0.0,Everyone,Finance,2018-07-26,Varies with device,Varies with device,5558,Brent Larsen,46,Utah
1175,2021-03-30 16:47:28,158,Barclays US for Android,FINANCE,4.1,6998,24000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-01,6.29.37589,5.0 and up,1941,Joshua Green,22,Delaware
1176,2021-03-30 16:47:29,727,McDonald's,FOOD_AND_DRINK,3.6,145323,42000000.0,10000000,Free,0.0,Everyone,Food & Drink,2018-07-31,5.15.0,4.4 and up,6600,James Huff,18,Connecticut
1177,2021-03-30 16:47:30,627,Easy and Fast Recipes,FOOD_AND_DRINK,4.3,95,12000000.0,50000,Free,0.0,Everyone,Food & Drink,2018-01-06,3.0.1,2.3 and up,4366,Jeanne Lambert,22,Oklahoma
1178,2021-03-30 16:47:31,443,Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,4.1,64784,13000000.0,10000000,Free,0.0,Everyone,Food & Drink,2018-08-02,18.6.0.10,5.0 and up,3184,Michelle Nelson,47,Kansas
1179,2021-03-30 16:47:32,489,DELISH KITCHEN - FREE recipe movies make food fun and easy!,FOOD_AND_DRINK,4.6,32997,13000000.0,1000000,Free,0.0,Everyone,Food & Drink,2018-08-04,2.2.7,4.1 and up,3358,Norma Anderson,64,North Carolina
1180,2021-03-30 16:47:33,485,Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,4.3,82,4900000.0,10000,Free,0.0,Everyone,Food & Drink,2018-06-23,1.1,4.1 and up,8588,Courtney Robinson,56,Illinois
1181,2021-03-30 16:47:34,86,Easy Recipes,FOOD_AND_DRINK,4.7,2707,8900000.0,100000,Free,0.0,Everyone,Food & Drink,2018-05-15,2.12,4.0.3 and up,4362,James Keller,56,Illinois
1182,2021-03-30 16:47:35,691,Delicious Recipes,FOOD_AND_DRINK,4.7,129737,0.0,1000000,Free,0.0,Teen,Food & Drink,2018-08-03,Varies with device,Varies with device,3718,Patrick Stephens,55,South Dakota
1183,2021-03-30 16:47:36,305,Tastely,FOOD_AND_DRINK,4.7,611136,19000000.0,10000000,Free,0.0,Everyone,Food & Drink,2018-07-13,3.2.0d,4.0.3 and up,8774,Alexander Edwards,57,Oklahoma
1184,2021-03-30 16:47:37,977,Pastry & Cooking (Without Net),FOOD_AND_DRINK,4.7,6118,0.0,1000000,Free,0.0,Everyone,Food & Drink,2018-07-07,Varies with device,Varies with device,7394,Chad Avila,25,Tennessee
1185,2021-03-30 16:47:38,18,Frigo Magic: Easy recipe idea and anti-waste,FOOD_AND_DRINK,4.1,2473,14000000.0,500000,Free,0.0,Everyone,Food & Drink,2018-07-28,3.1.5,4.4 and up,5181,Emily Haas,61,West Virginia
1186,2021-03-30 16:47:39,359,McDonald's - McDonald's Japan,FOOD_AND_DRINK,3.4,109784,64000000.0,10000000,Free,0.0,Everyone,Food & Drink,2018-08-03,4.0.30,4.0.3 and up,6601,Michael Gordon,63,Oregon
1187,2021-03-30 16:47:40,723,Debonairs Pizza,FOOD_AND_DRINK,3.8,3320,8400000.0,500000,Free,0.0,Everyone,Food & Drink,2018-08-04,1.9.117,4.0.3 and up,3703,Allison Barton,49,Illinois
1188,2021-03-30 16:47:41,499,Popeyes® App,FOOD_AND_DRINK,3.7,61,11000000.0,50000,Free,0.0,Everyone,Food & Drink,2018-07-23,1.0.2,4.1 and up,7600,Michael Larson,58,Iowa
1189,2021-03-30 16:47:42,604,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66000000.0,1000000,Free,0.0,Everyone,Food & Drink,2018-06-20,5.0.0,4.4 and up,4003,Briana Jensen,24,South Carolina
1190,2021-03-30 16:47:43,780,Pyaterochka,FOOD_AND_DRINK,3.1,8412,0.0,1000000,Free,0.0,Everyone,Food & Drink,2018-07-19,Varies with device,4.4 and up,7698,Amber Hansen,50,North Carolina
1191,2021-03-30 16:47:44,688,Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,3.5,10741,41000000.0,1000000,Free,0.0,Everyone,Food & Drink,2018-07-23,5.2.2,4.2 and up,7903,Mr. Patrick Brown,29,Wyoming
1192,2021-03-30 16:47:45,820,Simple Recipes,FOOD_AND_DRINK,4.7,3803,15000000.0,500000,Free,0.0,Everyone,Food & Drink,2018-02-22,1.6,4.0 and up,8309,Matthew Bradley,64,Michigan
1193,2021-03-30 16:47:46,246,Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35000000.0,5000000,Free,0.0,Everyone,Food & Drink,2018-08-02,7.12,5.0 and up,5477,Brandy Williams,16,Nebraska
1194,2021-03-30 16:47:47,300,Panera Bread,FOOD_AND_DRINK,4.2,10159,36000000.0,1000000,Free,0.0,Everyone,Food & Drink,2018-07-17,4.3.3,5.0 and up,7377,Tara Miller,26,Iowa
1195,2021-03-30 16:47:48,86,Chick-fil-A,FOOD_AND_DRINK,4.3,28008,17000000.0,5000000,Free,0.0,Everyone,Food & Drink,2018-08-03,6.0.1,5.0 and up,3008,James Keller,56,Illinois
1196,2021-03-30 16:47:49,789,hellofood - Food Delivery,FOOD_AND_DRINK,4.0,43614,25000000.0,1000000,Free,0.0,Everyone,Food & Drink,2016-10-12,2.14.36,4.0.3 and up,9967,Richard Allen,36,Michigan
1197,2021-03-30 16:47:50,251,Starbucks,FOOD_AND_DRINK,4.5,455377,35000000.0,10000000,Free,0.0,Everyone,Food & Drink,2018-08-01,4.11.1,4.4 and up,8518,Kayla Anderson,27,Texas
1198,2021-03-30 16:47:51,976,Easy and quick desserts,FOOD_AND_DRINK,4.6,1398,10000000.0,100000,Free,0.0,Everyone 10+,Food & Drink,2018-06-14,1.0,4.0.3 and up,4367,Brittney Garrett,45,New Hampshire
1199,2021-03-30 16:47:52,760,Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935,0.0,10000000,Free,0.0,Everyone,Food & Drink,2018-07-20,Varies with device,Varies with device,3840,Christy Williams,58,Hawaii
